dzien,oddzial,pacjenci_przyjeci,zgony,wypisy,badania_przeprowadzone,%_zapełnienia_łóżek,pacjenci_na_lekarza
11,Izba Przyjęć,0,0,0,0,0,0
11,Chirurgia,0,0,0,0,100.0,5.0
11,Izba Przyjęć,0,0,0,0,0,0
11,Interna,3,0,0,0,90.91,6.2
11,Izba Przyjęć,0,0,0,0,0,0
11,Ortopedia,0,0,0,0,35.71,5.4
11,Izba Przyjęć,0,0,0,0,0,0
11,Neurologia,0,0,0,0,100.0,22.0
11,Izba Przyjęć,0,0,0,0,0,0
11,Kardiologia,1,0,0,0,88.89,10.0
11,Izba Przyjęć,0,0,0,0,0,0
11,Pediatria,4,0,0,0,90.0,5.6
11,Izba Przyjęć,0,0,0,0,0,0
11,Onkologia,1,0,0,0,50.0,11.5
